,kmeans_3,dbscan,spectral_3
147586,1,0,1
147683,1,0,1
147780,1,0,2
147877,1,0,1
147974,1,0,2
148070,2,0,0
148167,1,0,1
148264,2,0,0
148361,2,0,1
148458,1,0,2
148555,2,0,1
148652,0,-1,1
148749,2,0,1
148846,2,0,0
148943,1,0,1
149040,0,-1,1
149136,1,0,2
149233,2,-1,1
149330,0,-1,1
149427,1,0,2
149524,1,0,1
149621,1,0,1
149718,1,0,1
149815,1,0,1
149912,0,-1,1
150009,1,0,2
150105,1,0,1
150202,1,0,2
150299,1,0,2
150396,1,0,2
150493,1,0,2
150590,1,0,1
150687,1,0,1
150784,1,0,1
150881,1,0,1
150978,1,0,1
151075,1,0,1
151171,1,0,2
151268,1,0,1
151365,1,0,1
151462,1,0,1
151559,0,-1,1
151656,1,0,1
151753,1,0,1
151850,2,0,0
151947,1,0,2
152044,1,0,1
152140,1,0,1
152237,1,0,1
152334,1,0,2
152431,1,0,1
152528,1,0,1
152625,1,0,1
152722,1,0,1
152819,1,0,1
152916,1,0,1
153013,1,0,1
153110,1,0,1
153206,1,0,2
153303,1,0,2
153400,1,0,1
153497,1,0,1
153594,2,-1,1
153691,2,-1,0
153788,1,0,1
153885,1,0,1
153982,1,0,1
154079,1,0,2
154175,1,0,1
154272,1,0,1
154369,2,0,1
154466,2,0,0
154563,2,0,0
154660,1,0,1
154757,1,0,1
154854,1,0,1
154951,2,0,1
155048,2,0,1
155145,1,0,1
155241,2,0,0
155338,1,0,1
155435,1,0,2
155532,2,0,0
155629,2,-1,0
155726,1,0,2
155823,1,0,1
155920,2,0,1
156017,1,0,1
156114,1,0,1
156210,1,0,1
156307,2,0,0
156404,0,-1,1
156501,1,0,2
156598,0,-1,1
156695,1,0,2
156792,1,0,1
156889,2,-1,1
156986,1,0,1
157083,2,0,0
157180,1,0,2
157276,1,0,1
157373,1,0,1
157470,1,0,1
157567,2,0,0
157664,1,0,1
157761,1,0,1
157858,1,0,1
157955,1,0,2
158052,1,0,1
158149,1,0,1
158245,1,0,2
158342,1,0,2
158439,0,-1,1
158536,2,0,1
158633,1,0,1
158730,1,0,1
158827,1,0,1
158924,1,0,2
159021,1,0,1
159118,1,0,2
159215,0,-1,1
159311,0,-1,1
159408,1,0,2
159505,1,0,1
159602,1,0,2
159699,0,-1,1
159796,1,0,2
159893,1,0,2
159990,2,0,1
160087,1,0,1
160184,1,0,1
160280,1,0,1
160377,1,0,1
160474,1,0,1
160571,1,0,1
160668,1,0,2
160765,2,-1,1
160862,1,0,2
160959,1,0,2
161056,2,0,1
161153,1,0,1
161250,0,-1,1
161346,1,0,1
161443,1,0,1
161540,1,0,1
161637,1,0,2
161734,1,0,2
161831,1,0,1
161928,2,0,1
162025,1,0,1
162122,1,0,1
162219,1,0,1
162315,1,0,2
162412,1,0,2
162509,1,0,1
162606,1,0,1
162703,1,0,2
162800,1,0,1
162897,1,0,2
162994,1,0,2
163091,1,0,1
163188,2,0,0
163285,1,0,1
163381,1,0,1
163478,1,0,2
163575,1,0,2
163672,1,0,1
163769,1,0,1
163866,1,0,2
163963,1,0,1
164060,1,0,2
164157,2,0,1
164254,1,0,1
164350,2,0,0
164447,2,0,1
164544,1,0,1
164641,1,0,2
164738,1,0,1
164835,1,0,1
164932,2,-1,1
165029,2,-1,1
165126,1,0,2
165223,1,0,2
165320,1,0,1
165416,1,0,2
165513,1,0,1
165610,1,0,1
165707,1,0,2
165804,1,0,1
165901,1,0,2
165998,1,0,2
166095,1,0,1
166192,2,0,1
166289,1,0,1
166385,1,0,1
166482,1,0,1
166579,1,0,2
166676,1,0,2
166773,1,0,2
166870,1,0,1
166967,1,0,1
167064,1,0,1
167161,1,0,2
167258,0,-1,1
167355,1,0,2
167451,1,0,2
167548,1,0,1
167645,1,0,2
167742,1,0,1
167839,1,0,1
167936,1,0,2
168033,1,0,2
168130,1,0,1
168227,1,0,1
168324,1,0,1
168420,1,0,1
168517,2,0,1
168614,1,0,2
168711,2,0,0
168808,2,0,0
168905,2,0,0
169002,2,0,1
169099,1,0,1
169196,1,0,1
169293,1,0,1
169390,1,0,1
169486,2,0,0
169583,1,0,1
169680,1,0,1
169777,2,0,1
169874,1,0,1
169971,2,0,1
170068,1,0,1
170165,1,0,2
170262,1,0,1
170359,1,0,1
170455,1,0,1
170552,1,0,1
170649,1,0,2
170746,1,0,2
170843,1,0,1
170940,1,0,1
171037,1,0,1
171134,0,0,1
171231,1,0,1
171328,1,0,1
171425,1,0,2
171521,2,0,0
171618,1,0,2
171715,1,0,1
171812,1,0,1
171909,2,0,1
172006,1,0,1
172103,1,0,2
172200,2,0,1
172297,1,0,1
172394,2,0,1
172490,1,0,2
172587,1,0,2
172684,2,0,0
172781,1,0,1
172878,1,0,1
172975,1,0,2
173072,2,0,0
173169,0,-1,1
173266,1,0,2
173363,1,0,1
173460,1,0,1
173556,2,-1,1
173653,1,0,1
173750,1,0,1
173847,0,-1,1
173944,1,0,1
174041,1,0,1
174138,1,0,1
174235,2,0,1
174332,0,-1,1
174429,1,0,1
174525,0,-1,1
174622,2,0,0
174719,1,0,1
174816,2,-1,1
174913,2,0,1
175010,2,0,0
175107,2,0,0
175204,1,0,2
175301,2,0,1
175398,2,0,0
175495,2,-1,1
175591,2,0,1
175688,2,0,1
175785,1,0,1
175882,1,0,2
175979,2,0,0
176076,2,0,1
176173,1,0,2
176270,0,-1,1
176367,0,-1,1
176464,2,0,0
176560,1,0,1
176657,2,-1,0
176754,1,0,2
176851,1,0,1
176948,1,0,1
177045,1,0,1
177142,1,0,1
177239,2,-1,0
177336,2,0,0
177433,2,-1,0
177530,2,0,0
177626,2,-1,0
177723,0,-1,1
177820,1,0,2
177917,1,0,1
178014,2,0,0
178111,2,0,0
178208,2,0,0
178305,2,0,1
178402,2,0,0
178499,2,0,0
178595,1,0,2
178692,1,0,2
178789,2,0,0
178886,2,0,0
178983,2,0,0
179080,2,0,0
179177,2,0,0
179274,2,0,1
179371,0,-1,1
179468,2,-1,1
179565,2,0,0
179661,1,0,1
179758,2,0,0
179855,2,0,0
179952,1,0,1
180049,1,0,1
180146,0,-1,1
180243,1,0,1
180340,0,-1,0
180437,2,-1,0
180534,2,0,1
180630,2,0,0
180727,0,-1,1
180824,2,0,0
180921,2,-1,0
181018,1,0,1
181115,0,-1,1
181212,1,0,1
181309,2,0,1
181406,2,0,0
181503,0,-1,1
181600,1,0,1
181696,2,0,0
181793,0,-1,1
181890,2,0,0
181987,0,-1,1
182084,0,-1,1
182181,0,-1,1
182278,2,0,0
182375,0,-1,1
182472,1,0,1
182569,0,-1,1
182665,2,-1,0
182762,0,-1,1
182859,1,0,1
182956,0,-1,1
183053,2,-1,0
183150,1,0,1
183247,2,0,1
183344,0,-1,1
183441,1,0,1
183538,0,-1,1
183635,0,-1,1
183731,0,-1,1
183828,2,-1,0
183925,1,0,1
184022,0,-1,1
184119,2,0,0
184216,2,0,0
184313,2,-1,0
184410,2,-1,1
184507,2,-1,0
184604,2,-1,1
184700,0,-1,1
184797,2,-1,0
184894,0,-1,1
184991,0,-1,1
185088,1,0,1
185185,0,-1,1
185282,1,0,1
185379,2,-1,0
185476,1,0,1
185573,0,-1,1
185670,2,-1,0
185766,2,-1,0
185863,2,0,0
185960,2,0,0
186057,2,-1,0
186154,0,-1,0
186251,2,0,0
186348,2,0,0
186445,2,0,0
186542,2,-1,0
186639,1,0,1
186735,2,0,0
186832,2,0,0
186929,0,-1,1
187026,2,-1,0
187123,1,0,2
187220,2,-1,0
187317,2,0,1
187414,2,0,0
187511,2,0,1
187608,2,0,1
187705,2,-1,0
187801,2,0,0
187898,2,-1,0
187995,2,-1,0
188092,2,-1,0
188189,0,-1,1
188286,2,0,1
188383,2,-1,0
188480,1,0,1
188577,2,-1,0
188674,2,-1,0
188770,0,-1,1
188867,2,0,0
188964,2,-1,0
189061,2,0,0
189158,1,0,1
189255,0,-1,1
189352,2,-1,0
189449,2,0,0
189546,2,0,0
189643,2,0,1
189740,2,0,0
189836,1,0,1
189933,1,0,1
190030,2,0,0
190127,2,0,0
190224,2,0,1
190321,2,0,0
190418,2,0,0
190515,2,0,1
190612,1,0,1
190709,1,0,1
190805,1,0,1
190902,2,0,0
190999,2,-1,0
191096,2,-1,0
191193,2,-1,0
191290,2,0,1
191387,1,0,1
191484,2,-1,0
191581,2,0,0
191678,1,0,1
191775,2,0,1
191871,2,0,0
191968,2,-1,0
192065,0,-1,1
192162,2,-1,0
192259,2,-1,0
192356,2,-1,0
192453,2,-1,0
192550,2,-1,0
192647,2,0,0
192744,2,0,0
192840,2,0,0
192937,2,-1,0
193034,2,0,0
193131,2,-1,0
193228,2,0,0
193325,1,0,1
193422,2,0,0
193519,1,0,2
193616,2,0,0
193713,2,0,0
193810,2,0,1
193906,1,0,1
194003,2,-1,0
194100,1,0,1
194197,0,-1,1
194294,2,0,0
194391,1,0,2
194488,2,-1,1
194585,2,0,0
194682,2,0,0
194779,2,0,0
194875,1,0,2
194972,1,0,1
195069,1,0,2
195166,2,0,0
195263,1,0,1
195360,1,0,2
195457,1,0,1
195554,2,0,1
195651,2,0,0
195748,1,0,2
195845,0,-1,1
195941,1,0,1
196038,0,-1,1
196135,1,0,1
196232,2,-1,0
196329,1,0,1
196426,1,0,1
196523,1,0,1
196620,1,0,1
196717,2,0,0
196814,1,0,1
196910,2,0,0
197007,1,0,1
197104,1,0,1
197201,2,0,1
197298,1,0,2
197395,2,0,0
197492,2,0,0
197589,1,0,1
197686,1,0,2
197783,2,-1,1
197880,2,0,0
197976,2,0,0
198073,1,0,1
198170,2,-1,0
198267,1,0,1
198364,2,0,0
198461,2,-1,0
198558,2,0,0
198655,2,-1,0
198752,0,-1,0
198849,2,0,0
198945,2,-1,0
199042,2,0,0
199139,2,0,0
199236,1,0,2
199333,2,0,0
199430,2,0,0
199527,2,0,0
199624,2,0,0
199721,2,0,0
199818,2,0,0
199915,2,0,0
200011,1,0,2
200108,2,0,0
200205,2,0,0
200302,2,0,1
200399,1,0,1
200496,1,0,1
200593,2,0,0
200690,2,-1,0
200787,2,0,1
200884,1,0,2
200980,1,0,1
201077,1,0,1
201174,2,-1,0
201271,2,0,0
201368,1,0,1
201465,2,0,0
201562,1,0,2
201659,1,0,1
201756,1,0,1
201853,1,0,1
201950,1,0,1
202046,1,0,2
202143,1,0,2
202240,2,0,1
202337,2,-1,0
202434,1,0,1
202531,1,0,2
202628,2,0,1
202725,0,-1,1
202822,2,0,1
202919,2,0,0
203015,1,0,1
203112,2,0,0
203209,2,0,0
203306,1,0,1
203403,2,0,0
203500,2,0,1
203597,2,0,0
203694,2,0,1
203791,2,-1,1
203888,1,0,1
203985,2,0,0
204081,2,0,1
204178,1,0,2
204275,2,0,0
204372,2,0,0
204469,2,0,0
204566,2,-1,0
204663,1,0,1
204760,2,0,0
204857,2,0,0
204954,2,0,0
205050,2,0,0
205147,2,-1,1
205244,1,0,1
205341,2,0,1
205438,1,0,1
205535,1,0,1
205632,2,0,0
205729,1,0,1
205826,2,0,1
205923,2,0,0
206020,1,0,1
206116,2,0,0
206213,2,0,0
206310,1,0,1
206407,2,0,1
206504,2,0,0
206601,2,0,0
206698,1,0,1
206795,2,0,1
206892,1,0,1
206989,2,0,1
207085,2,0,0
207182,2,0,0
207279,2,0,0
207376,2,0,0
207473,2,0,0
207570,2,0,0
207667,2,0,0
207764,2,0,0
207861,1,0,1
207958,2,0,0
208055,2,0,0
208151,2,-1,0
208248,2,0,0
208345,0,-1,1
208442,2,0,0
208539,1,0,1
208636,2,0,0
208733,1,0,1
208830,1,0,1
208927,2,0,0
209024,1,0,1
209120,2,0,1
209217,2,0,1
209314,1,0,1
209411,1,0,2
209508,1,0,2
209605,2,0,1
209702,2,0,0
209799,2,0,0
209896,1,0,1
209993,2,0,0
210090,2,0,1
210186,1,0,2
210283,1,0,2
210380,2,-1,1
210477,0,-1,1
210574,1,0,1
210671,2,-1,1
210768,1,0,2
210865,1,0,1
210962,2,0,1
211059,1,0,1
211155,1,0,2
211252,2,0,1
211349,2,0,1
211446,0,-1,1
211543,2,0,1
211640,2,-1,0
211737,2,0,1
211834,1,0,1
211931,2,0,0
212028,1,0,2
212125,1,0,1
212221,1,0,1
212318,1,0,2
212415,2,0,0
212512,2,0,1
212609,2,0,0
212706,2,0,0
212803,1,0,1
212900,2,0,1
212997,2,0,0
213094,2,0,0
213190,1,0,1
213287,1,0,1
213384,0,-1,1
213481,1,0,2
213578,1,0,1
213675,1,0,2
213772,1,0,1
213869,2,0,1
213966,1,0,1
214063,1,0,1
214160,1,0,1
214256,1,0,1
214353,1,0,1
214450,2,0,1
214547,2,0,1
214644,1,0,1
214741,2,-1,1
214838,1,0,2
214935,1,0,1
215032,2,0,1
215129,1,0,2
215225,1,0,1
215322,1,0,1
215419,1,0,1
215516,2,0,1
215613,1,0,1
215710,1,0,2
215807,1,0,2
215904,1,0,2
216001,2,0,1
216098,1,0,1
216195,1,0,1
216291,0,-1,1
216388,1,0,1
216485,1,0,1
216582,1,0,2
216679,1,0,1
216776,1,0,2
216873,2,0,1
216970,1,0,2
217067,1,0,1
217164,1,0,1
217260,1,0,1
217357,2,0,1
217454,0,-1,1
217551,1,0,1
217648,1,0,1
217745,1,0,1
217842,1,0,2
217939,1,0,2
218036,0,-1,1
218133,1,0,1
218230,2,0,1
218326,1,0,2
218423,1,0,1
218520,1,0,2
218617,1,0,2
218714,0,-1,1
218811,1,0,2
218908,2,0,0
219005,1,0,1
219102,1,0,2
219199,2,0,1
219295,1,0,1
219392,1,0,1
219489,1,0,1
219586,1,0,1
219683,1,0,2
219780,1,0,1
219877,1,0,1
219974,1,0,2
220071,1,0,1
220168,1,0,1
220265,1,0,2
220361,1,0,1
220458,1,0,1
220555,2,0,1
220652,1,0,2
220749,1,0,2
220846,1,0,1
220943,1,0,2
221040,1,0,2
221137,0,-1,1
221234,1,0,1
221330,2,0,1
221427,1,0,1
221524,1,0,1
221621,1,0,1
221718,1,0,2
221815,1,0,1
221912,2,0,1
222009,1,0,1
222106,1,0,2
222203,1,0,1
222300,1,0,2
222396,0,-1,1
222493,1,0,2
222590,1,0,1
222687,1,0,2
222784,1,0,1
222881,1,0,1
222978,1,0,1
223075,1,0,2
223172,1,0,1
223269,1,0,1
223365,1,0,1
223462,1,0,1
223559,1,0,1
223656,2,0,1
223753,2,0,1
223850,2,0,1
223947,1,0,2
224044,2,-1,1
224141,1,0,2
224238,1,0,2
224335,1,0,1
224431,1,0,2
224528,2,0,0
224625,1,0,2
224722,1,0,2
224819,1,0,1
224916,1,0,1
225013,1,0,1
225110,1,0,2
225207,1,0,1
225304,1,-1,1
225400,2,0,0
225497,1,0,1
225594,1,0,1
225691,1,0,2
225788,1,0,2
225885,1,0,2
225982,0,-1,1
226079,1,0,2
226176,1,0,1
226273,1,0,2
226370,1,0,2
226466,1,0,1
226563,1,0,1
226660,1,0,1
226757,0,0,1
226854,2,0,1
226951,2,0,0
227048,2,-1,1
227145,2,-1,0
227242,1,0,2
227339,2,0,1
227435,2,0,1
227532,2,0,1
227629,1,0,2
227726,2,0,0
227823,2,0,0
227920,2,0,1
228017,1,0,2
228114,1,0,2
228211,0,-1,1
228308,1,0,2
228405,1,0,1
228501,1,0,1
228598,1,0,1
228695,1,0,2
228792,2,0,1
228889,2,0,0
228986,1,0,1
229083,2,0,1
229180,1,0,1
229277,1,0,1
229374,1,0,1
229470,1,0,1
229567,1,0,1
229664,1,0,1
229761,1,0,2
229858,1,0,1
229955,2,-1,1
230052,1,0,1
230149,1,0,1
230246,1,0,1
230343,1,0,1
230440,1,0,1
230536,0,0,1
230633,1,0,2
230730,1,0,1
230827,1,0,2
230924,2,0,1
231021,0,-1,1
231118,2,0,1
231215,2,0,1
231312,1,0,1
231409,1,0,1
231505,2,0,1
231602,2,0,1
231699,2,-1,1
231796,1,0,2
231893,2,0,0
231990,0,-1,1
232087,1,0,1
232184,2,0,0
232281,1,0,2
232378,1,0,1
232475,2,0,1
232571,1,0,1
232668,1,0,1
232765,1,0,1
232862,1,0,1
232959,2,0,1
233056,2,-1,0
233153,2,0,1
233250,1,0,1
233347,2,0,1
233444,2,-1,1
233540,1,0,1
233637,2,-1,1
233734,2,-1,0
233831,0,-1,1
233928,1,0,1
234025,2,0,1
234122,1,0,1
234219,0,-1,1
234316,2,0,0
234413,0,-1,1
234510,2,0,1
234606,2,0,1
234703,2,0,1
234800,1,0,1
234897,2,0,1
234994,1,0,1
235091,1,0,1
235188,1,0,1
235285,2,0,1
235382,1,0,1
235479,2,0,0
235575,0,-1,1
235672,1,0,1
235769,2,0,1
235866,1,0,1
235963,1,0,1
236060,1,0,2
236157,1,0,2
236254,1,0,2
236351,1,0,1
236448,2,-1,0
236545,1,0,1
236641,1,0,1
236738,1,0,2
236835,1,0,2
236932,1,0,1
237029,2,0,1
237126,1,0,1
237223,1,0,2
237320,1,0,1
237417,1,0,1
237514,2,0,1
237610,1,0,1
237707,1,0,1
237804,1,0,2
237901,1,0,1
237998,1,0,1
238095,1,0,1
238192,2,0,1
238289,1,0,1
238386,1,0,1
238483,1,0,1
238580,2,0,1
238676,1,0,1
238773,2,0,1
238870,1,0,2
238967,1,0,1
239064,1,0,1
239161,2,0,1
239258,2,0,1
239355,1,0,1
239452,1,0,1
239549,1,0,1
239645,1,0,1
239742,1,0,1
239839,0,-1,1
239936,1,0,1
240033,1,0,2
240130,1,0,2
240227,1,0,1
240324,0,-1,1
240421,1,0,1
240518,1,0,2
240615,1,0,1
240711,2,0,1
240808,1,0,2
240905,1,0,2
241002,1,0,2
241099,1,0,1
241196,2,0,0
241293,2,0,0
241390,1,0,1
241487,2,0,0
241584,1,0,1
241680,1,0,2
241777,1,0,1
241874,1,0,1
241971,1,0,1
242068,2,0,0
242165,1,0,2
